School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location,Iowa ZIP Code Tabulation Areas,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),US Counties
2017,Reading,5,4869,Oelwein Comm School District,67,96,69.8,60.1 - 70%,,,,,
2017,Math,5,3348,Kingsley-Pierson Comm School District,20,29,69.0,60.1 - 70%,,,,,
2017,Reading,6,4043,Maquoketa Valley Comm School District,36,42,85.7,80.1 - 90%,,,,,
2017,Reading,8,1737,Des Moines Independent Comm School District,1188,1959,60.6,60.1 - 70%,,,,,
2017,Math,4,3897,LuVerne Comm School District,,,,Not Reportable,,,,,
2017,Math,3,2466,Gilbert Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,6,0135,Allamakee Comm School District,66,71,93.0,90.1 - 100%,,,,,
2017,Reading,6,2772,Hamburg Comm School District,8,17,47.1,40.1 - 50%,,,,,
2017,Reading,4,6509,Turkey Valley Comm School District,21,26,80.8,80.1 - 90%,,,,,
2017,Reading,11,3978,East Mills Comm School District,23,24,95.8,90.1 - 100%,,,,,
2017,Reading,7,4023,Manson Northwest Webster Comm School District,40,56,71.4,70.1 - 80%,,,,,
2017,Reading,11,1350,Collins-Maxwell Comm School District,26,33,78.8,70.1 - 80%,,,,,
2017,Math,11,6921,West Bend-Mallard Comm School District,20,26,76.9,70.1 - 80%,,,,,
2017,Math,7,2826,Harlan Comm School District,100,102,98.0,90.1 - 100%,,,,,
2017,Math,8,3744,Lisbon Comm School District,49,51,96.1,90.1 - 100%,,,,,
2017,Reading,6,1701,Denison Comm School District,96,138,69.6,60.1 - 70%,,,,,
2017,Math,4,6219,Storm Lake Comm School District,95,124,76.6,70.1 - 80%,,,,,
2017,Reading,7,6615,Van Meter Comm School District,46,50,92.0,90.1 - 100%,,,,,
2017,Reading,6,4518,Moulton-Udell Comm School District,6,10,60.0,50.1 - 60%,,,,,
2017,Math,7,6660,Vinton-Shellsburg Comm School District,106,117,90.6,90.1 - 100%,,,,,
2017,Reading,8,6579,Urbandale Comm School District,239,294,81.3,80.1 - 90%,,,,,
2017,Math,11,4778,North Kossuth Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,11,6219,Storm Lake Comm School District,104,143,72.7,70.1 - 80%,,,,,
2017,Math,3,2826,Harlan Comm School District,79,93,84.9,80.1 - 90%,,,,,
2017,Reading,7,3195,Greene County Comm School District,55,76,72.4,70.1 - 80%,,,,,
2017,Reading,4,1062,Center Point-Urbana Comm School District,88,109,80.7,80.1 - 90%,,,,,
2017,Reading,7,0916,CAL Comm School District,10,15,66.7,60.1 - 70%,,,,,
2017,Reading,8,6091,South Central Calhoun Comm School District,50,60,83.3,80.1 - 90%,,,,,
2017,Math,11,4269,Midland Comm School District,17,27,63.0,60.1 - 70%,,,,,
2017,Reading,3,6854,Wayne Comm School District,36,39,92.3,90.1 - 100%,,,,,
2017,Reading,5,1152,Cherokee Comm School District,54,75,72.0,70.1 - 80%,,,,,
2017,Reading,3,6095,South Hamilton Comm School District,38,46,82.6,80.1 - 90%,,,,,
2017,Math,8,1476,Council Bluffs Comm School District,383,602,63.6,60.1 - 70%,,,,,
2017,Math,6,1221,Clear Creek Amana Comm School District,124,146,84.9,80.1 - 90%,,,,,
2017,Math,11,6138,Springville Comm School District,23,29,79.3,70.1 - 80%,,,,,
2017,Reading,5,6983,West Lyon Comm School District,55,65,84.6,80.1 - 90%,,,,,
2017,Reading,5,6950,West Delaware County Comm School District,76,99,76.8,70.1 - 80%,,,,,
2017,Math,11,5643,Roland-Story Comm School District,76,82,92.7,90.1 - 100%,,,,,
2017,Reading,6,0747,Boyden-Hull Comm School District,39,51,76.5,70.1 - 80%,,,,,
2017,Math,8,4689,New London Comm School District,26,33,78.8,70.1 - 80%,,,,,
2017,Reading,3,3029,Howard-Winneshiek Comm School District,52,70,74.3,70.1 - 80%,,,,,
2017,Reading,5,4131,Mason City Comm School District,193,280,68.9,60.1 - 70%,,,,,
2017,Reading,4,2772,Hamburg Comm School District,14,15,93.3,90.1 - 100%,,,,,
2017,Math,4,4797,Norwalk Comm School District,152,183,83.1,80.1 - 90%,,,,,
2017,Math,3,4086,Marion Independent School District,114,146,78.1,70.1 - 80%,,,,,
2017,Math,6,3204,Jesup Comm School District,54,68,79.4,70.1 - 80%,,,,,
2017,Math,5,1218,Clay Central-Everly Comm School District,13,16,81.3,80.1 - 90%,,,,,
2017,Reading,7,3033,Hubbard-Radcliffe Comm School District,42,60,70.0,60.1 - 70%,,,,,
2017,Math,8,0423,Aurelia Comm School District,34,50,68.0,60.1 - 70%,,,,,
2017,Math,8,4527,Mount Ayr Comm School District,35,46,76.1,70.1 - 80%,,,,,
2017,Reading,5,1278,Clinton Comm School District,207,243,85.2,80.1 - 90%,,,,,
2017,Reading,3,6957,West Des Moines Comm School District,429,575,74.6,70.1 - 80%,,,,,
2017,Math,6,1782,Diagonal Comm School District,5,10,50.0,40.1 - 50%,,,,,
2017,Reading,6,6165,Stanton Comm School District,16,18,88.9,80.1 - 90%,,,,,
2017,Reading,7,4554,Mount Vernon Comm School District,80,88,90.9,90.1 - 100%,,,,,
2017,Reading,6,4775,Northeast Hamilton Comm School District,,,,Not Reportable,,,,,
2017,Reading,4,7110,Woodward-Granger Comm School District,57,68,83.8,80.1 - 90%,,,,,
2017,Math,7,6561,United Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,8,2295,Forest City Comm School District,66,83,79.5,70.1 - 80%,,,,,
2017,Reading,5,5697,Rudd-Rockford-Marble Rk Comm School District,25,29,86.2,80.1 - 90%,,,,,
2017,Reading,8,0018,Adair-Casey Comm School District,12,18,66.7,60.1 - 70%,,,,,
2017,Reading,8,3906,Lynnville-Sully Comm School District,34,38,89.5,80.1 - 90%,,,,,
2017,Reading,7,0729,Boone Comm School District,99,128,77.3,70.1 - 80%,,,,,
2017,Reading,7,4785,North Tama County Comm School District,28,35,80.0,70.1 - 80%,,,,,
2017,Reading,6,5166,Pella Comm School District,150,166,90.4,90.1 - 100%,,,,,
2017,Reading,3,7110,Woodward-Granger Comm School District,64,67,95.5,90.1 - 100%,,,,,
2017,Reading,3,6273,Sumner-Fredericksburg Comm School District,42,72,58.3,50.1 - 60%,,,,,
2017,Math,5,1701,Denison Comm School District,102,131,77.9,70.1 - 80%,,,,,
2017,Math,11,5751,St Ansgar Comm School District,48,51,94.1,90.1 - 100%,,,,,
2017,Reading,3,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,17,22,77.3,70.1 - 80%,,,,,
2017,Math,7,0027,Adel DeSoto Minburn Comm School District,100,108,92.6,90.1 - 100%,,,,,
2017,Math,8,5310,Postville Comm School District,30,46,65.2,60.1 - 70%,,,,,
2017,Reading,8,6969,West Harrison Comm School District,21,26,80.8,80.1 - 90%,,,,,
2017,Math,11,0355,Ar-We-Va Comm School District,13,14,92.9,90.1 - 100%,,,,,
2017,Math,3,6100,South Winneshiek Comm School District,26,32,81.3,80.1 - 90%,,,,,
2017,Reading,11,1431,Corning Comm School District,34,43,79.1,70.1 - 80%,,,,,
2017,Reading,4,1989,Edgewood-Colesburg Comm School District,26,37,70.3,70.1 - 80%,,,,,
2017,Math,4,2124,Estherville Lincoln Central Com Sch Dist,55,90,61.1,60.1 - 70%,,,,,
2017,Math,8,4491,Moravia Comm School District,20,31,64.5,60.1 - 70%,,,,,
2017,Reading,8,4491,Moravia Comm School District,23,31,74.2,70.1 - 80%,,,,,
2017,Math,4,3060,Humboldt Comm School District,65,75,86.7,80.1 - 90%,,,,,
2017,Math,11,4787,North Winneshiek Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,6,2727,Grundy Center Comm School District,34,49,69.4,60.1 - 70%,,,,,
2017,Reading,5,0414,Audubon Comm School District,29,35,82.9,80.1 - 90%,,,,,
2017,Reading,8,6840,Waverly-Shell Rock Comm School District,143,175,81.7,80.1 - 90%,,,,,
2017,Math,11,4356,Missouri Valley Comm School District,61,71,85.9,80.1 - 90%,,,,,
2017,Reading,7,5139,Paton-Churdan Comm School District,16,17,94.1,90.1 - 100%,,,,,
2017,Reading,7,6741,East Sac County Comm School District,50,60,83.3,80.1 - 90%,,,,,
2017,Math,5,4269,Midland Comm School District,22,31,71.0,70.1 - 80%,,,,,
2017,Math,11,3978,East Mills Comm School District,22,24,91.7,90.1 - 100%,,,,,
2017,Math,7,1233,Clear Lake Comm School District,79,82,96.3,90.1 - 100%,,,,,
2017,Math,6,1970,East Union Comm School District,19,29,65.5,60.1 - 70%,,,,,
2017,Math,6,6101,Southeast Polk Comm School District,466,530,87.9,80.1 - 90%,,,,,
2017,Reading,3,2511,Glenwood Comm School District,119,151,78.8,70.1 - 80%,,,,,
2017,Reading,3,2369,Fremont-Mills Comm School District,24,39,61.5,60.1 - 70%,,,,,
2017,Math,4,6795,Waterloo Comm School District,487,793,61.4,60.1 - 70%,,,,,
2017,Math,3,1152,Cherokee Comm School District,64,78,82.1,80.1 - 90%,,,,,
2017,Math,6,4581,Muscatine Comm School District,208,352,59.1,50.1 - 60%,,,,,
2017,Reading,11,5508,Riceville Comm School District,15,25,60.0,50.1 - 60%,,,,,
2017,Reading,11,4978,Orient-Macksburg Comm School District,5,10,50.0,40.1 - 50%,,,,,
2017,Reading,8,4149,MOC-Floyd Valley Comm School District,60,76,78.9,70.1 - 80%,,,,,
2017,Reading,8,0063,Akron Westfield Comm School District,23,33,69.7,60.1 - 70%,,,,,
2017,Math,11,6930,West Branch Comm School District,55,61,90.2,90.1 - 100%,,,,,
2017,Reading,4,2457,George-Little Rock Comm School District,12,23,52.2,50.1 - 60%,,,,,
2017,Math,4,4644,Newell-Fonda Comm School District,25,37,67.6,60.1 - 70%,,,,,
2017,Math,8,5160,PCM Comm School District,74,85,87.1,80.1 - 90%,,,,,
2017,Reading,7,6120,Spirit Lake Comm School District,54,66,81.8,80.1 - 90%,,,,,
2017,Math,4,6867,Webster City Comm School District,80,108,74.1,70.1 - 80%,,,,,
2017,Reading,4,1944,Eagle Grove Comm School District,56,67,83.6,80.1 - 90%,,,,,
2017,Reading,7,0441,AHSTW Comm School District,29,46,63.0,60.1 - 70%,,,,,
2017,Reading,6,6579,Urbandale Comm School District,231,268,86.2,80.1 - 90%,,,,,
2017,Math,3,3105,Independence Comm School District,76,91,83.5,80.1 - 90%,,,,,
2017,Math,7,2766,H-L-V Comm School District,19,20,95.0,90.1 - 100%,,,,,
2017,Math,6,1350,Collins-Maxwell Comm School District,16,25,64.0,60.1 - 70%,,,,,
2017,Reading,11,4772,Central Springs Comm School District,44,51,86.3,80.1 - 90%,,,,,
2017,Math,3,5166,Pella Comm School District,150,179,83.8,80.1 - 90%,,,,,
2017,Reading,5,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,18,21,85.7,80.1 - 90%,,,,,
2017,Math,3,0609,Benton Comm School District,82,98,83.7,80.1 - 90%,,,,,
2017,Reading,6,2977,Highland Comm School District,29,42,69.0,60.1 - 70%,,,,,
2017,Reading,4,6102,Spencer Comm School District,111,136,81.6,80.1 - 90%,,,,,
2017,Reading,6,6102,Spencer Comm School District,101,135,74.8,70.1 - 80%,,,,,
2017,Reading,11,6937,West Burlington Ind School District,56,62,90.3,90.1 - 100%,,,,,
2017,Math,7,5325,Prairie Valley Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,4,0072,Albert City-Truesdale Comm School District,14,14,100.0,90.1 - 100%,,,,,
2017,Reading,8,0081,Albia Comm School District,66,88,75.0,70.1 - 80%,,,,,
2017,Reading,8,1638,Decorah Community School District,110,122,90.2,90.1 - 100%,,,,,
2017,Math,3,3465,Lamoni Comm School District,13,21,61.9,60.1 - 70%,,,,,
2017,Math,3,1719,Denver Comm School District,52,54,96.3,90.1 - 100%,,,,,
2017,Math,6,5823,Schaller-Crestland Comm School District,41,49,83.7,80.1 - 90%,,,,,
2017,Reading,11,0936,Camanche Comm School District,62,78,79.5,70.1 - 80%,,,,,
2017,Math,8,3105,Independence Comm School District,69,90,76.7,70.1 - 80%,,,,,
2017,Math,8,6094,Southeast Warren Comm School District,33,37,89.2,80.1 - 90%,,,,,
2017,Math,11,0720,Bondurant-Farrar Comm School District,108,121,89.3,80.1 - 90%,,,,,
2017,Math,11,1152,Cherokee Comm School District,57,66,86.4,80.1 - 90%,,,,,
2017,Reading,8,0729,Boone Comm School District,96,130,73.8,70.1 - 80%,,,,,
2017,Math,7,0873,North Iowa Comm School District,26,32,81.3,80.1 - 90%,,,,,
2017,Math,7,6992,Westwood Comm School District,36,40,90.0,80.1 - 90%,,,,,
2017,Math,8,6985,West Marshall Comm School District,62,73,84.9,80.1 - 90%,,,,,
2017,Reading,5,5283,Pocahontas Area Comm School District,27,31,87.1,80.1 - 90%,,,,,
2017,Reading,8,3060,Humboldt Comm School District,83,106,78.3,70.1 - 80%,,,,,
2017,Reading,5,6957,West Des Moines Comm School District,458,597,76.7,70.1 - 80%,,,,,
2017,Reading,7,0549,Bedford Comm School District,26,30,86.7,80.1 - 90%,,,,,
2017,Math,3,5922,West Fork CSD,34,44,77.3,70.1 - 80%,,,,,
2017,Math,7,0171,Alta Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,6,6094,Southeast Warren Comm School District,31,36,86.1,80.1 - 90%,,,,,
2017,Reading,6,0977,Cardinal Comm School District,26,41,63.4,60.1 - 70%,,,,,
2017,Reading,11,1413,Coon Rapids-Bayard Comm School District,29,30,96.7,90.1 - 100%,,,,,
2017,Math,11,6985,West Marshall Comm School District,59,66,89.4,80.1 - 90%,,,,,
2017,Reading,6,0387,Atlantic Comm School District,85,107,79.4,70.1 - 80%,,,,,
2017,Reading,3,6985,West Marshall Comm School District,58,66,87.9,80.1 - 90%,,,,,
2017,Math,7,0621,Bettendorf Comm School District,284,331,85.8,80.1 - 90%,,,,,
2017,Math,7,3150,Iowa Falls Comm School District,78,88,88.6,80.1 - 90%,,,,,
2017,Math,7,3420,Lake Mills Comm School District,35,40,87.5,80.1 - 90%,,,,,
2017,Math,7,7056,Winterset Comm School District,116,129,89.9,80.1 - 90%,,,,,
2017,Math,7,0414,Audubon Comm School District,32,34,94.1,90.1 - 100%,,,,,
2017,Math,6,4774,North Fayette Comm School District,43,54,79.6,70.1 - 80%,,,,,
2017,Reading,3,2502,Gladbrook-Reinbeck Comm School District,27,32,84.4,80.1 - 90%,,,,,
2017,Reading,3,2520,Glidden-Ralston Comm School District,24,25,96.0,90.1 - 100%,,,,,
2017,Math,6,1737,Des Moines Independent Comm School District,1221,2127,57.4,50.1 - 60%,,,,,
2017,Math,6,0819,West Hancock Comm School District,37,40,92.5,90.1 - 100%,,,,,
2017,Math,4,6992,Westwood Comm School District,45,50,90.0,80.1 - 90%,,,,,
2017,Reading,11,4554,Mount Vernon Comm School District,81,90,90.0,80.1 - 90%,,,,,
2017,Math,3,1278,Clinton Comm School District,191,226,84.5,80.1 - 90%,,,,,
2017,Math,7,2295,Forest City Comm School District,65,74,87.8,80.1 - 90%,,,,,
2017,Reading,4,3691,North Cedar Comm School District,27,34,79.4,70.1 - 80%,,,,,
2017,Reading,6,0936,Camanche Comm School District,66,80,82.5,80.1 - 90%,,,,,
2017,Reading,5,2772,Hamburg Comm School District,11,13,84.6,80.1 - 90%,,,,,
2017,Math,7,6795,Waterloo Comm School District,521,692,75.3,70.1 - 80%,,,,,
2017,Math,11,2313,Fort Dodge Comm School District,187,250,74.8,70.1 - 80%,,,,,
2017,Math,3,6579,Urbandale Comm School District,263,301,87.4,80.1 - 90%,,,,,
2017,Math,11,6700,Waco Comm School District,24,27,88.9,80.1 - 90%,,,,,
2017,Math,4,2754,Guthrie Center Comm School District,33,37,89.2,80.1 - 90%,,,,,
2017,Reading,3,4509,Morning Sun Comm School District,17,20,85.0,80.1 - 90%,,,,,
2017,Math,8,4772,Central Springs Comm School District,35,40,87.5,80.1 - 90%,,,,,
2017,Reading,4,4662,New Hampton Comm School District,54,62,87.1,80.1 - 90%,,,,,
2017,Reading,8,2556,Graettinger-Terril Comm School District,21,24,87.5,80.1 - 90%,,,,,
2017,Reading,4,4505,Mormon Trail Comm School District,11,14,78.6,70.1 - 80%,,,,,
2017,Math,5,0063,Akron Westfield Comm School District,41,47,87.2,80.1 - 90%,,,,,
2017,Reading,7,0279,Aplington-Parkersburg Comm School District,41,53,77.4,70.1 - 80%,,,,,
2017,Math,7,6219,Storm Lake Comm School District,110,159,69.2,60.1 - 70%,,,,,
2017,Math,4,0414,Audubon Comm School District,32,38,84.2,80.1 - 90%,,,,,
2017,Math,11,4878,Ogden Comm School District,51,56,91.1,90.1 - 100%,,,,,
2017,Math,7,6512,Twin Cedars Comm School District,13,17,76.5,70.1 - 80%,,,,,
2017,Math,5,3798,Logan-Magnolia Comm School District,36,46,78.3,70.1 - 80%,,,,,
2017,Reading,8,6651,Villisca Comm School District,27,42,64.3,60.1 - 70%,,,,,
2017,Math,5,3029,Howard-Winneshiek Comm School District,49,57,86.0,80.1 - 90%,,,,,
2017,Math,4,6975,West Liberty Comm School District,55,74,74.3,70.1 - 80%,,,,,
2017,Reading,5,1359,Colo-NESCO Comm School District,24,28,85.7,80.1 - 90%,,,,,
2017,Reading,7,3715,Linn-Mar Comm School District,459,528,86.9,80.1 - 90%,,,,,
2017,Math,4,0981,Carlisle Comm School District,124,150,82.7,80.1 - 90%,,,,,
2017,Math,5,3897,LuVerne Comm School District,,,,Not Reportable,,,,,
2017,Math,5,6471,Tripoli Comm School District,23,26,88.5,80.1 - 90%,,,,,
2017,Reading,6,4554,Mount Vernon Comm School District,89,102,87.3,80.1 - 90%,,,,,
2017,Reading,7,5184,Perry Comm School District,74,116,63.8,60.1 - 70%,,,,,
2017,Math,7,2313,Fort Dodge Comm School District,175,242,72.3,70.1 - 80%,,,,,
2017,Math,7,0747,Boyden-Hull Comm School District,44,49,89.8,80.1 - 90%,,,,,
2017,Reading,5,4778,North Kossuth Comm School District,21,26,80.8,80.1 - 90%,,,,,
2017,Reading,8,5508,Riceville Comm School District,21,25,84.0,80.1 - 90%,,,,,
2017,Math,11,2754,Guthrie Center Comm School District,37,42,88.1,80.1 - 90%,,,,,
2017,Reading,5,1080,Central Comm School District,23,35,65.7,60.1 - 70%,,,,,
2017,Math,4,3841,Louisa-Muscatine Comm School District,40,55,72.7,70.1 - 80%,,,,,
2017,Math,4,1221,Clear Creek Amana Comm School District,142,164,86.6,80.1 - 90%,,,,,
2017,Reading,5,4773,Northeast Comm School District,51,65,78.5,70.1 - 80%,,,,,
2017,Reading,3,0081,Albia Comm School District,82,95,86.3,80.1 - 90%,,,,,
2017,Reading,3,4995,Osage Comm School District,64,73,87.7,80.1 - 90%,,,,,
2017,Math,7,5697,Rudd-Rockford-Marble Rk Comm School District,26,32,81.3,80.1 - 90%,,,,,
2017,Math,3,2520,Glidden-Ralston Comm School District,23,25,92.0,90.1 - 100%,,,,,
2017,Math,5,4446,Monticello Comm School District,65,69,94.2,90.1 - 100%,,,,,
2017,Reading,11,6138,Springville Comm School District,22,29,75.9,70.1 - 80%,,,,,
2017,Math,3,3906,Lynnville-Sully Comm School District,28,33,84.8,80.1 - 90%,,,,,
2017,Math,5,6937,West Burlington Ind School District,53,63,84.1,80.1 - 90%,,,,,
2017,Math,5,1953,Earlham Comm School District,36,40,90.0,80.1 - 90%,,,,,
2017,Reading,7,1638,Decorah Community School District,111,128,86.7,80.1 - 90%,,,,,
2017,Math,8,1116,Charles City Comm School District,85,113,75.2,70.1 - 80%,,,,,
2017,Reading,7,2169,Fairfield Comm School District,77,109,70.6,70.1 - 80%,,,,,
2017,Reading,11,4269,Midland Comm School District,12,27,44.4,40.1 - 50%,,,,,
2017,Math,5,3942,Madrid Comm School District,48,58,82.8,80.1 - 90%,,,,,
2017,Math,8,1719,Denver Comm School District,61,62,98.4,90.1 - 100%,,,,,
2017,Math,5,6992,Westwood Comm School District,36,46,78.3,70.1 - 80%,,,,,
2017,Math,5,5049,Ottumwa Comm School District,165,296,55.7,50.1 - 60%,,,,,
2017,Reading,11,1152,Cherokee Comm School District,50,66,75.8,70.1 - 80%,,,,,
2017,Math,3,6098,South Tama County,59,94,62.8,60.1 - 70%,,,,,
2017,Math,5,4086,Marion Independent School District,102,142,71.8,70.1 - 80%,,,,,
2017,Reading,6,6937,West Burlington Ind School District,60,76,78.9,70.1 - 80%,,,,,
2017,Math,3,4860,Odebolt-Arthur Comm School District,15,15,100.0,90.1 - 100%,,,,,
2017,Reading,6,1080,Central Comm School District,23,33,69.7,60.1 - 70%,,,,,
2017,Reading,4,2766,H-L-V Comm School District,14,21,66.7,60.1 - 70%,,,,,
2017,Reading,11,5805,Saydel Comm School District,61,92,66.3,60.1 - 70%,,,,,
2017,Reading,3,4644,Newell-Fonda Comm School District,25,29,86.2,80.1 - 90%,,,,,
2017,Reading,6,4509,Morning Sun Comm School District,15,16,93.8,90.1 - 100%,,,,,
2017,Reading,11,0135,Allamakee Comm School District,62,78,79.5,70.1 - 80%,,,,,
2017,Math,7,1917,Boyer Valley Comm School District,25,29,86.2,80.1 - 90%,,,,,
2017,Math,7,6460,Tri-Center Comm School District,36,43,83.7,80.1 - 90%,,,,,
2017,Math,5,4041,Maquoketa Comm School District,50,75,66.7,60.1 - 70%,,,,,
2017,Reading,11,0846,Brooklyn-Guernsey-Malcom Comm School District,28,34,82.4,80.1 - 90%,,,,,
2017,Reading,8,1079,Central Lee Comm School District,53,68,77.9,70.1 - 80%,,,,,
2017,Reading,4,0423,Aurelia Comm School District,8,11,72.7,70.1 - 80%,,,,,
2017,Math,6,5256,Pleasantville Comm School District,41,48,85.4,80.1 - 90%,,,,,
2017,Math,8,7056,Winterset Comm School District,81,97,83.5,80.1 - 90%,,,,,
2017,Reading,11,0981,Carlisle Comm School District,125,143,87.4,80.1 - 90%,,,,,
2017,Math,7,3555,Lawton-Bronson Comm School District,41,45,91.1,90.1 - 100%,,,,,
2017,Reading,4,3105,Independence Comm School District,74,93,79.6,70.1 - 80%,,,,,
2017,Math,5,1215,Clarksville Comm School District,18,23,78.3,70.1 - 80%,,,,,
2017,Math,6,3942,Madrid Comm School District,33,45,73.3,70.1 - 80%,,,,,
2017,Math,8,1221,Clear Creek Amana Comm School District,136,165,82.4,80.1 - 90%,,,,,
2017,Math,11,0126,Algona Comm School District,83,98,84.7,80.1 - 90%,,,,,
2017,Reading,3,5250,Pleasant Valley Comm School District,269,298,90.3,90.1 - 100%,,,,,
2017,Math,7,0099,Alburnett Comm School District,37,44,84.1,80.1 - 90%,,,,,
2017,Reading,5,5877,Sergeant Bluff-Luton Comm School District,77,105,73.3,70.1 - 80%,,,,,
2017,Math,11,4419,MFL MarMac Comm School District,40,43,93.0,90.1 - 100%,,,,,
2017,Reading,7,5283,Pocahontas Area Comm School District,44,52,84.6,80.1 - 90%,,,,,
2017,Math,6,4212,Melcher-Dallas Comm School District,21,27,77.8,70.1 - 80%,,,,,
2017,Reading,11,1602,Danville Comm School District,36,39,92.3,90.1 - 100%,,,,,
2017,Reading,8,3186,Janesville Consolidated School District,21,26,80.8,80.1 - 90%,,,,,
2017,Math,4,4536,Mount Pleasant Comm School District,100,135,74.1,70.1 - 80%,,,,,
2017,Math,11,1089,Central City Comm School District,25,30,83.3,80.1 - 90%,,,,,
2017,Math,8,1576,Dallas Center-Grimes Comm School District,176,199,88.4,80.1 - 90%,,,,,
2017,Math,4,5751,St Ansgar Comm School District,29,35,82.9,80.1 - 90%,,,,,
2017,Reading,6,5949,Sheldon Comm School District,56,70,80.0,70.1 - 80%,,,,,
2017,Reading,8,0504,Battle Creek-Ida Grove Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,8,0072,Albert City-Truesdale Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,4,6987,West Monona Comm School District,26,36,72.2,70.1 - 80%,,,,,
2017,Math,3,4777,North Linn Comm School District,31,47,66.0,60.1 - 70%,,,,,
2017,Math,3,4725,Newton Comm School District,154,197,78.2,70.1 - 80%,,,,,
2017,Reading,6,4785,North Tama County Comm School District,25,30,83.3,80.1 - 90%,,,,,
2017,Math,7,5823,Schaller-Crestland Comm School District,50,54,92.6,90.1 - 100%,,,,,
2017,Math,5,4774,North Fayette Comm School District,40,47,85.1,80.1 - 90%,,,,,
2017,Reading,8,4644,Newell-Fonda Comm School District,24,28,85.7,80.1 - 90%,,,,,
2017,Math,4,1152,Cherokee Comm School District,57,70,81.4,80.1 - 90%,,,,,
2017,Math,4,4509,Morning Sun Comm School District,11,15,73.3,70.1 - 80%,,,,,
2017,Reading,5,3744,Lisbon Comm School District,46,54,85.2,80.1 - 90%,,,,,
2017,Math,8,6246,Stratford Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,11,6516,Twin Rivers Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,11,3042,Hudson Comm School District,40,44,90.9,90.1 - 100%,,,,,
2017,Math,3,1413,Coon Rapids-Bayard Comm School District,32,35,91.4,90.1 - 100%,,,,,
2017,Math,3,4869,Oelwein Comm School District,50,75,66.7,60.1 - 70%,,,,,
2017,Reading,4,4772,Central Springs Comm School District,42,50,84.0,80.1 - 90%,,,,,
2017,Reading,8,1989,Edgewood-Colesburg Comm School District,26,37,70.3,70.1 - 80%,,,,,
2017,Reading,8,1619,Davis County Comm School District,53,74,71.6,70.1 - 80%,,,,,
2017,Reading,7,6246,Stratford Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,8,6097,South Page Comm School District,,,,Not Reportable,,,,,
2017,Reading,6,1863,Dubuque Comm School District,454,719,63.1,60.1 - 70%,,,,,
2017,Math,4,6100,South Winneshiek Comm School District,25,29,86.2,80.1 - 90%,,,,,
2017,Math,11,4689,New London Comm School District,33,38,86.8,80.1 - 90%,,,,,
2017,Math,7,2727,Grundy Center Comm School District,47,52,90.4,90.1 - 100%,,,,,
2017,Math,4,4617,Nevada Comm School District,91,110,82.7,80.1 - 90%,,,,,
2017,Reading,11,5949,Sheldon Comm School District,65,85,76.5,70.1 - 80%,,,,,
2017,Reading,7,2313,Fort Dodge Comm School District,151,242,62.4,60.1 - 70%,,,,,
2017,Math,3,0153,North Butler Comm School District,45,56,80.4,80.1 - 90%,,,,,
2017,Reading,3,4446,Monticello Comm School District,51,69,73.9,70.1 - 80%,,,,,
2017,Reading,4,0846,Brooklyn-Guernsey-Malcom Comm School District,28,34,82.4,80.1 - 90%,,,,,
2017,Math,6,6985,West Marshall Comm School District,59,73,80.8,80.1 - 90%,,,,,
2017,Math,5,4905,Olin Consolidated School District,,,,Not Reportable,,,,,
2017,Reading,6,0504,Battle Creek-Ida Grove Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,3,3715,Linn-Mar Comm School District,412,503,81.9,80.1 - 90%,,,,,
2017,Math,3,6471,Tripoli Comm School District,22,30,73.3,70.1 - 80%,,,,,
2017,Math,5,6854,Wayne Comm School District,27,37,73.0,70.1 - 80%,,,,,
2017,Reading,8,6175,Starmont Comm School District,26,40,65.0,60.1 - 70%,,,,,
2017,Reading,7,5751,St Ansgar Comm School District,37,43,86.0,80.1 - 90%,,,,,
2017,Math,7,0387,Atlantic Comm School District,74,85,87.1,80.1 - 90%,,,,,
2017,Math,11,2124,Estherville Lincoln Central Com Sch Dist,75,92,81.5,80.1 - 90%,,,,,
2017,Reading,3,5877,Sergeant Bluff-Luton Comm School District,91,112,81.3,80.1 - 90%,,,,,
2017,Math,3,0126,Algona Comm School District,77,88,87.5,80.1 - 90%,,,,,
2017,Reading,3,1218,Clay Central-Everly Comm School District,15,20,75.0,70.1 - 80%,,,,,
2017,Math,6,4779,North Polk Comm School District,109,121,90.1,90.1 - 100%,,,,,
